centX,centY,Sw_25,Sw_50,Sw_75,Sw_100,Sw_125,Sw_150,Sw_175,Sw_200,Sw_225,Sw_250,Sw_275,Sw_300,Sw_325,Sw_350,Sw_375,Sw_400,Sw_425,Sw_450,Sw_475,Sw_500,Sw_525,Sw_550,Sw_575,Sw_600,Sw_625,Sw_650,Sw_675,Sw_700,Sw_725,Sw_750,Sw_775,Sw_800,Sw_825,Sw_850,Sw_875,Sw_900,Sw_925,Sw_950,Sw_975,Sw_1000
78.40004526,468.5595764,0.220000087,0.224276031,0.255243629,0.281650035,0.304553956,0.322518078,0.337610284,0.349773169,0.360750203,0.369898718,0.378713414,0.385266328,0.39233414,0.399057935,0.405360346,0.411780925,0.417177185,0.422225844,0.427047673,0.431711669,0.435968033,0.440007514,0.443826099,0.447451817,0.450813141,0.453838979,0.456645414,0.459369495,0.46203647,0.464673957,0.467292182,0.469900243,0.472503794,0.475100484,0.477684865,0.480253561,0.482799249,0.485314612,0.487801442,0.490253129
74.77263556,495.8226845,0.22,0.220047101,0.229092664,0.253217289,0.276453236,0.295917391,0.312082463,0.325545489,0.337368288,0.347334092,0.356534773,0.364458286,0.371572979,0.378451186,0.384707091,0.389914116,0.395464316,0.400772213,0.406426391,0.411123607,0.415634142,0.419974583,0.424086948,0.427969977,0.431508773,0.434775365,0.437831545,0.440765801,0.443621772,0.44643817,0.449229442,0.452006559,0.454770178,0.457515373,0.460237989,0.462930861,0.465580223,0.468207544,0.47077057,0.473261578
72.65963376,523.3474282,0.22,0.220000001,0.220325111,0.229450167,0.249877866,0.269957663,0.287217529,0.301923925,0.314591249,0.325557919,0.335355983,0.344052789,0.351795333,0.359045261,0.365706702,0.371672346,0.377278133,0.382711685,0.387224881,0.39190747,0.396614034,0.401046208,0.405592376,0.409957204,0.413698729,0.417270074,0.420571535,0.423707625,0.426753444,0.42976168,0.432742043,0.435709406,0.43864979,0.441554405,0.444425709,0.447238716,0.449993917,0.452713851,0.455342957,0.457729421
72.06103986,551.1338074,0.22,0.22,0.220000172,0.220435492,0.227937068,0.24521756,0.26278585,0.278456598,0.292087209,0.304043244,0.314605487,0.32406315,0.332490163,0.340237028,0.347349713,0.353848689,0.359803733,0.36547787,0.370525826,0.375408262,0.379985884,0.385124647,0.389533502,0.392636853,0.396941174,0.400952807,0.40445338,0.407787088,0.411034709,0.414265434,0.417462457,0.420646988,0.423783961,0.426861867,0.429884388,0.432804075,0.435794108,0.438371257,0.441153209,0.444234936
72.97685385,579.1818221,0.22,0.22,0.22,0.220000398,0.220311858,0.225645737,0.239672911,0.255259564,0.269617385,0.282461798,0.293873702,0.304109953,0.313275677,0.32161877,0.32924875,0.336244402,0.342666535,0.348686422,0.354246205,0.359366899,0.364222251,0.368136584,0.372413715,0.377906785,0.380993065,0.385515778,0.3891574,0.392702565,0.396183699,0.399684854,0.403156765,0.406575147,0.409924203,0.413231995,0.416375752,0.41949829,0.422545041,0.425720478,0.42878656,0.431837519
75.40707573,607.4914723,0.22,0.22,0.22,0.22,0.220000206,0.220148684,0.223264861,0.233788782,0.247533541,0.26077734,0.272932338,0.283929341,0.293859489,0.30287249,0.311096512,0.318634024,0.325567476,0.332007479,0.337984505,0.343487551,0.34867734,0.353326623,0.357659537,0.361502571,0.367174921,0.370595934,0.374433186,0.37823306,0.382013921,0.385826319,0.389720575,0.393343463,0.396762734,0.400609226,0.40381918,0.407412705,0.410718858,0.414068215,0.417349436,0.420549705
79.35170551,636.062758,0.22,0.22,0.22,0.22,0.22,0.22000004,0.220044421,0.221430734,0.228224661,0.239785592,0.251942881,0.263452241,0.27406316,0.283761777,0.292632636,0.300764775,0.308249478,0.315172713,0.321591986,0.327528816,0.333095098,0.338248675,0.342970286,0.34749932,0.352318377,0.355843751,0.360112721,0.364240501,0.368442251,0.372620286,0.377039603,0.380902455,0.385015767,0.388497386,0.392590678,0.396105549,0.399684443,0.403331747,0.406811646,0.410214023
84.81074319,664.8956792,0.22,0.22,0.22,0.22,0.22,0.22,0.220000001,0.220007232,0.220426391,0.223831479,0.232334713,0.24320153,0.253991756,0.264209513,0.273685562,0.282427121,0.290494007,0.297950968,0.304861524,0.311272048,0.317277393,0.322929446,0.328215948,0.333326575,0.33744121,0.343469016,0.348158164,0.352619984,0.357173952,0.361516383,0.365397256,0.37015169,0.374326449,0.378389392,0.38237274,0.385778328,0.389660479,0.393472952,0.397208837,0.400821082
91.78418876,693.9902359,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.220000516,0.220073366,0.221229267,0.226046928,0.234729457,0.244631203,0.25433385,0.263552146,0.272159632,0.280161012,0.287598311,0.294530856,0.301070657,0.307320173,0.313307996,0.31909781,0.324461976,0.329544701,0.334541205,0.339757945,0.345107482,0.350221347,0.354957155,0.358898008,0.363351793,0.367765371,0.372088716,0.376660576,0.38075729,0.38474401,0.388675872,0.392484043
100.2720422,723.3464282,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.220000006,0.220005741,0.220226188,0.222017965,0.227319334,0.235533053,0.24453018,0.253342161,0.261760567,0.26969608,0.277212398,0.284458827,0.29154034,0.298466746,0.305201156,0.311661977,0.317211724,0.323421357,0.32923448,0.3345711,0.339826111,0.344980605,0.350190651,0.354998501,0.359687266,0.364244294,0.368857058,0.373189294,0.377365086,0.38145321,0.385427277
110.2743036,752.9642559,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.220000136,0.220018296,0.220372661,0.222404725,0.227512196,0.235001846,0.24319233,0.25137961,0.259603422,0.267938173,0.276314051,0.284584107,0.292600051,0.300265387,0.307311849,0.313970357,0.320490743,0.326523938,0.332279321,0.33782419,0.343269693,0.348414347,0.353356152,0.35813039,0.362828448,0.367348666,0.371695146,0.375917017,0.380018404
121.7694275,782.7910414,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.220000433,0.220028212,0.220411652,0.222304492,0.226997597,0.234537702,0.243947413,0.254165325,0.264444968,0.274368073,0.283761089,0.292535915,0.30063483,0.307999567,0.315024312,0.321534485,0.327649521,0.333455567,0.339069929,0.344425655,0.349530015,0.354462537,0.359257762,0.363887784,0.368357759,0.37267031,0.376850025
127.8848187,797.7435041,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.220000433,0.220028212,0.220411652,0.222304492,0.226997597,0.234537702,0.243947413,0.254165325,0.264444968,0.274368073,0.283761089,0.292535915,0.30063483,0.307999567,0.315024312,0.321534485,0.327649521,0.333455567,0.339069929,0.344425655,0.349530015,0.354462537,0.359257762,0.363887784,0.368357759,0.37267031,0.376850025
187.6623293,265.8568239,0.515788305,0.532671691,0.551185805,0.565314255,0.576328948,0.585258565,0.592902274,0.599534141,0.605384043,0.61062736,0.615356304,0.619673251,0.623645956,0.627315653,0.630723781,0.633909162,0.636896374,0.639508811,0.642284866,0.644748997,0.647007575,0.649202511,0.651127394,0.65297817,0.654680803,0.656060851,0.657256458,0.658559689,0.659768724,0.661043265,0.662352231,0.66373603,0.66517368,0.666978091,0.669082986,0.669903652,0.673270259,0.67249233,0.674011063,0.675460307
181.1170236,276.745158,0.515788305,0.532671691,0.551185805,0.565314255,0.576328948,0.585258565,0.592902274,0.599534141,0.605384043,0.61062736,0.615356304,0.619673251,0.623645956,0.627315653,0.630723781,0.633909162,0.636896374,0.639508811,0.642284866,0.644748997,0.647007575,0.649202511,0.651127394,0.65297817,0.654680803,0.656060851,0.657256458,0.658559689,0.659768724,0.661043265,0.662352231,0.66373603,0.66517368,0.666978091,0.669082986,0.669903652,0.673270259,0.67249233,0.674011063,0.675460307
167.5069906,300.7082592,0.509781772,0.524332776,0.541669781,0.555673262,0.566541122,0.575439395,0.583107464,0.589804328,0.595731942,0.601037302,0.60583,0.610210273,0.614232599,0.617947254,0.621398635,0.624624213,0.627651962,0.629212057,0.632303939,0.635475471,0.639004759,0.639834203,0.643519619,0.644113739,0.645941779,0.647519609,0.648563093,0.648865714,0.650603513,0.651827276,0.653207137,0.654503111,0.655942503,0.657483996,0.659174227,0.660773385,0.662557002,0.663924843,0.66539943,0.666938607
154.128584,326.9695269,0.457372749,0.470693556,0.490033735,0.507193057,0.518187622,0.528467626,0.537223037,0.544834608,0.551618647,0.55765645,0.563129646,0.568097141,0.572655718,0.576869976,0.580787305,0.584442468,0.587869578,0.590789665,0.59398877,0.596945698,0.599768875,0.602473208,0.604925707,0.607105137,0.609146075,0.610919902,0.612286264,0.613652792,0.615041017,0.616621227,0.618261772,0.619943573,0.621658228,0.623409579,0.62520574,0.627014725,0.62885055,0.63062509,0.632378136,0.634145515
142.252273,353.4542622,0.334886015,0.405591937,0.431396837,0.453543309,0.467294325,0.479247442,0.489204484,0.497916044,0.505626831,0.512503606,0.518695036,0.524264266,0.529404094,0.534155164,0.538563372,0.542664581,0.546504424,0.55005214,0.553448493,0.556657554,0.55976019,0.562742699,0.565492072,0.568080864,0.570454711,0.572491562,0.57421918,0.575902217,0.577592617,0.579377023,0.581234488,0.583141667,0.585079658,0.58704008,0.589019938,0.591007291,0.593006706,0.594987825,0.59695943,0.598929813
131.8780576,380.1624649,0.269538347,0.335967602,0.380861605,0.402785549,0.419757903,0.433962946,0.44506066,0.455412726,0.463947491,0.471843933,0.478671755,0.484887189,0.490622154,0.495906278,0.500775902,0.50529916,0.509527759,0.513486889,0.517218341,0.520741459,0.524110586,0.527325701,0.530359132,0.533213193,0.535856001,0.538153907,0.540178229,0.542143205,0.544102155,0.546099506,0.548142669,0.550224401,0.552333384,0.554460139,0.556599152,0.55874073,0.560888528,0.563022048,0.565149316,0.567271504
123.0059379,407.0941352,0.227533254,0.292641424,0.327005274,0.354797384,0.37518765,0.391516957,0.40382001,0.41732411,0.42691328,0.435845621,0.443190979,0.450355983,0.456693451,0.46252094,0.46783837,0.472773257,0.477391138,0.481718607,0.485784,0.489611345,0.493257103,0.496720058,0.499991401,0.503079983,0.505958842,0.50849382,0.510770163,0.512984432,0.515178947,0.517382365,0.519603957,0.521845347,0.524104196,0.526374867,0.528652494,0.530928974,0.533205715,0.535466543,0.537717654,0.539959098
115.6359138,434.249273,0.220085719,0.253897204,0.294369782,0.320544284,0.342290535,0.358656626,0.373379487,0.383043883,0.393605552,0.402901309,0.410655458,0.419629457,0.426582888,0.432960744,0.438827163,0.444167789,0.449199041,0.453899555,0.45828469,0.462441831,0.466376718,0.470088218,0.473589515,0.476910864,0.480011771,0.482764979,0.485273833,0.487717542,0.490126416,0.492523738,0.49491901,0.497317928,0.49972337,0.502132969,0.504542826,0.506946414,0.50934259,0.51171824,0.514079207,0.51642253
109.7679854,461.6278782,0.220000003,0.226167199,0.261430812,0.288741668,0.311888956,0.329564894,0.344682102,0.356376861,0.367190186,0.376496825,0.385557484,0.391926969,0.399077848,0.405866949,0.412715377,0.418525186,0.423907366,0.428973459,0.433670711,0.438278782,0.442516682,0.446468865,0.450221312,0.453792115,0.457102927,0.460068261,0.462812737,0.465477917,0.468088964,0.470672159,0.473240247,0.475801249,0.478359424,0.480913069,0.483458316,0.485989377,0.488501532,0.490988137,0.493451813,0.495886655
105.4021526,489.229951,0.22,0.220101895,0.232497703,0.258852632,0.282603547,0.30180486,0.317852098,0.331111668,0.342799349,0.352677328,0.361900288,0.369532347,0.376855869,0.383501402,0.389119864,0.395001612,0.400601738,0.405848748,0.411255573,0.416289476,0.420887544,0.425030818,0.429126761,0.432961218,0.436456794,0.439655424,0.442653608,0.445535745,0.44834299,0.451111892,0.453859245,0.456594236,0.459317354,0.462025407,0.464714385,0.46737539,0.46999821,0.472603836,0.475155392,0.477673073
102.5384154,517.0554913,0.22,0.220000009,0.220660636,0.232909125,0.254710895,0.274792533,0.291915981,0.306493784,0.31904237,0.329869506,0.33960753,0.348152742,0.355932617,0.36301169,0.369409522,0.37550398,0.381168761,0.386534022,0.391763444,0.39574402,0.400883112,0.404773251,0.409753302,0.413785328,0.417469256,0.420977663,0.424235428,0.427327478,0.430331583,0.43329802,0.43624066,0.439170519,0.442075149,0.444949293,0.447790904,0.450579013,0.453302517,0.456047382,0.458645045,0.461217707
101.1767739,545.1044991,0.22,0.22,0.220000817,0.220891982,0.230841795,0.248988991,0.266550602,0.282130563,0.295649508,0.307464075,0.317927268,0.32727555,0.335664821,0.343291246,0.350268993,0.356741537,0.362732965,0.368299822,0.373056454,0.378164755,0.382260735,0.388325084,0.391898999,0.395386472,0.399644699,0.40365382,0.407127885,0.410424961,0.41363783,0.416832209,0.419998711,0.423150937,0.426257508,0.429310374,0.432290454,0.435207989,0.438125834,0.440912377,0.443481417,0.446272936
101.317228,573.3769744,0.22,0.22,0.22,0.220001926,0.220644894,0.22772891,0.242550147,0.258136646,0.272396161,0.285103759,0.296392922,0.306524084,0.315620466,0.323869843,0.33140594,0.338344789,0.344757555,0.350703743,0.356079298,0.361328667,0.36597641,0.36991219,0.374387465,0.379798963,0.382512487,0.387367241,0.390987724,0.394503027,0.397956353,0.401429732,0.404879312,0.408271107,0.411605725,0.414875991,0.417838878,0.421138054,0.424107326,0.427073421,0.430281305,0.433281419
